JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2449927.6,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449929.7160,0.802,0.011,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2449939.6,1.7,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449943.6,1.2,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449948.6,1.2,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449955.6,1.2,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449960.6,1.3,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449967.6,1.3,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449972.5,1.3,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449979.5,1.1,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449987.5,1.1,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449990.5,1.1,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449996.5,0.9,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450007.5,1.2,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450011.5,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450108.0,0.7,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450127.0,0.9,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450130.0,0.9,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450137.9,0.9,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450146.0,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450153.0,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450162.9,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450164.9,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450175.9,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450180.9,1.1,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450183.9,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450190.9,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450197.9,0.9,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450206.8,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450212.9,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450221.7,0.9,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450229.7,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450240.7,1.1,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450245.7,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450247.6,0.9,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450259.6,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450268.6,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450274.7,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450285.7618,1.012,0.008,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2450287.6,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450289.7227,1.014,0.008,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2450295.6933,0.975,0.012,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2450297.6900,0.983,0.006,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2450300.6,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450308.6,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450330.5,1.0,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450337.5,1.0,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450344.6,0.9,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450361.5,1.4,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450366.5,1.1,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450374.5,0.8,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450466.0,1.0,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450469.0,1.0,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450480.0,0.9,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450495.9,0.9,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450503.0,1.0,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450514.9,0.9,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450523.9,1.0,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450528.9,0.8,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450534.9,1.1,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450542.9,1.0,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450555.9,1.1,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450572.5792,1.0,,,Vis.,GIN,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2450572.9,1.1,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450579.5556,1.2,,,Vis.,GIN,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2450579.6222,0.7,,,Vis.,SUX,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2450579.8,1.2,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450581.5,0.9,,,Vis.,LMF,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450585.5,0.9,,,Vis.,LMF,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450586.9,1.1,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450595.7,1.0,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450600.8,1.0,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450602.5813,0.9,,,Vis.,SUX,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2450604.5993,0.9,,,Vis.,SUX,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2450611.6556,0.985,0.012,,V,SMQ,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2450627.7549,1.056,0.004,,V,WJM,,,,,"""PEPHQ, Check:  6.718,                           """,1,,V,,,,ALF SCO,,STD,,,,
2450628.7299,1.062,0.007,,V,WJM,,,,,"""PEPHQ, Check:  6.724,                           """,1,,V,,,,ALF SCO,,STD,,,,
2450630.7206,1.011,0.003,,V,WJM,,,,,"""PEPHQ, Check:  6.701,                           """,1,,V,,,,ALF SCO,,STD,,,,
2450635.5035,1.3,,,Vis.,GIN,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2450635.7,1.1,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450651.7,1.1,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450661.7,0.9,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450662.6,1.1,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450672.6,1.3,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450681.4,0.9,,,Vis.,LMF,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450681.6,1.1,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450687.6,1.1,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450691.4396,1.4,,,Vis.,BOX,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2450691.6,1.1,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450697.6,1.1,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450699.3,0.9,,,Vis.,LMF,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450710.5,1.1,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450721.5,1.2,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450725.5,1.0,,,Vis.,SQR,K,,,,,,,V,,,,ALF SCO,,STD,,,,
2450909.9,1.1,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450923.8,0.8,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450942.5,0.9,,,Vis.,LMF,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450954.3681,1.059,0.018,,V,DVI,,,,,"""PEPHQ, Check:  6.740,                           """,1,,V,,,,ALF SCO,,STD,,,,
2450957.5521,0.8,,,Vis.,ACL,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450957.5597,1.2,,,Vis.,GIN,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2450962.3495,1.018,0.003,,V,DVI,,,,,"""PEPHQ, Check:  6.749,                           """,1,,V,,,,ALF SCO,,STD,,,,
2450965.4,0.9,,,Vis.,LMF,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450968.398,1.1,,,Vis.,RMQ,,,,,UN 03.898,,,V,,,,ALF SCO,,STD,,,,
2450975.4,1.0,,,Vis.,LMF,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450977.6,1.2,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450981.7,1.2,,,Vis.,SQR,W,,,,,,,V,,,,ALF SCO,,STD,,,,
2450982.2940,1.010,0.001,,V,DVI,,,,,"""PEPHQ, Check:  6.753,                           """,1,,V,,,,ALF SCO,,STD,,,,
2450982.48,1.3,,,Vis.,RMQ,,,,,UN 17.98,,,V,,,,ALF SCO,,STD,,,,
2450985.3174,1.016,0.002,,V,DVI,,,,,"""PEPHQ, Check:  6.719,                           """,1,,V,,,,ALF SCO,,STD,,,,
2450986.48,1.2,,,Vis.,RMQ,,,,,UN 21.98,,,V,,,,ALF SCO,,STD,,,,
2450986.7,1.1,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450988.4,0.9,,,Vis.,LMF,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450988.7,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450989.39,1.2,,,Vis.,RMQ,,,,,UN 24.89,,,V,,,,ALF SCO,,STD,,,,
2450994.7,1.0,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450995.3,0.8,,,Vis.,LMF,,,,,,,,V,,,,ALF SCO,,STD,,,,
2450995.7153,1.001,0.010,,V,WJM,,,,,"""PEPHQ, Check:  6.725,                           """,1,,V,,,,ALF SCO,,STD,,,,
2450996.39,1.0,,,Vis.,RMQ,,,,,UL 01.89,,,V,,,,ALF SCO,,STD,,,,
2450997.7,0.9,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2451012.2706,1.006,0.002,,V,DVI,,,,,"""PEPHQ, Check:  6.779,                           """,1,,V,,,,ALF SCO,,STD,,,,
2451013.4,0.8,,,Vis.,LMF,,,,,,,,V,,,,ALF SCO,,STD,,,,
2451013.6,1.1,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2451016.6,1.1,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2451017.2868,1.003,0.001,,V,DVI,,,,,"""PEPHQ, Check:  6.792,                           """,1,,V,,,,ALF SCO,,STD,,,,
2451018.2907,0.985,0.002,,V,DVI,,,,,"""PEPHQ, Check:  6.745,                           """,1,,V,,,,ALF SCO,,STD,,,,
2451021.2662,0.989,0.006,,V,DVI,,,,,"""PEPHQ, Check:  6.743,                           """,1,,V,,,,ALF SCO,,STD,,,,
2451023.4674,1.1,,,Vis.,SUX,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2451024.4757,1.1,,,Vis.,SUX,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2451025.2815,0.955,0.000,,V,DVI,,,,,"""PEPHQ, Check:  6.758,                           """,1,,V,,,,ALF SCO,,STD,,,,
2451027.6,1.1,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451034.6,1.8,,,Vis.,LNZ,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451036.6,1.0,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451037.3,0.8,,,Vis.,LMF,,,,,,,,V,,,,ALF SCO,,STD,,,,
2451043.2738,0.944,0.002,,V,DVI,,,,,"""PEPHQ, Check:  6.742,                           """,1,,V,,,,ALF SCO,,STD,,,,
2451046.6,1.0,,,Vis.,LNZ,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451047.6,1.1,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451050.2697,0.930,0.002,,V,DVI,,,,,"""PEPHQ, Check:  6.728,                           """,1,,V,,,,ALF SCO,,STD,,,,
2451051.3,0.9,,,Vis.,LMF,,,,,,,,V,,,,ALF SCO,,STD,,,,
2451053.5,1.5,,,Vis.,LNZ,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451061.5,1.1,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451062.5,1.0,,,Vis.,LNZ,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451066.6,1.1,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451068.4,0.8,,,Vis.,LMF,,,,,,,,V,,,,ALF SCO,,STD,,,,
2451074.5,1.8,,,Vis.,LNZ,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451083.5,1.8,,,Vis.,LNZ,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451083.5,1.2,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451109.4,0.9,,,Vis.,LMF,,,,,,,,V,,,,ALF SCO,,STD,,,,
2451215.0,1.1,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451225.0,1.5,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451248.9,1.3,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451255.9,1.7,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451265.9,1.5,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451282.8,1.5,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451287.51,1.2,,,Vis.,RMQ,,,,,PR 19.01,,,V,,,,ALF SCO,,STD,,,,
2451289.9,1.8,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451302.8,1.5,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451311.9,1.5,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451319.7,1.9,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451334.7,1.8,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451346.2951,1.112,0.001,,V,DVI,,,,,"""PEPHQ, Check:  6.767,                           """,1,,V,,,,ALF SCO,,STD,,,,
2451347.7,1.9,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451360.6,1.4,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451362.3035,1.075,0.002,,V,DVI,,,,,"""PEPHQ, Check:  6.748,                           """,1,,V,,,,ALF SCO,,STD,,,,
2451368.7,1.8,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451371.2354,1.048,0.003,,V,DVI,,,,,"""PEPHQ, Check:  6.757,                           """,1,,V,,,,ALF SCO,,STD,,,,
2451390.6,1.8,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451391.2431,1.022,0.002,,V,DVI,,,,,"""PEPHQ, Check:  6.729,                           """,1,,V,,,,ALF SCO,,STD,,,,
2451400.6,1.7,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451418.6,1.5,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451426.6,1.6,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451432.6,1.5,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451659.7,1.2,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451671.8,1.5,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451676.8,1.6,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451687.7,1.1,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451694.7,1.1,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451699.6,0.9,,,Vis.,OSE,AS,08,13,,,,,V,,,,ALF SCO,,STD,,,,
2451702.7,0.7,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451715.8,0.9,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451720.2866,0.884,0.002,,V,DVI,,,,,"""PEPHQ, Check:  6.750,                           """,1,,V,,,,ALF SCO,,STD,,,,
2451722.8,1.0,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451723.2947,0.892,0.003,,V,DVI,,,,,"""PEPHQ, Check:  6.754,                           """,1,,V,,,,ALF SCO,,STD,,,,
2451726.8002,0.867,0.002,,V,LEQ,,,,,"""PEPHQ, Check: -9.999, INTEGRATION TIME = 10 SEC """,1,,V,,,,ALF SCO,,STD,,,,
2451728.2491,0.910,0.000,,V,DVI,,,,,"""PEPHQ, Check:  6.753,                           """,1,,V,,,,ALF SCO,,STD,,,,
2451732.3113,0.933,0.000,,V,DVI,,,,,"""PEPHQ, Check:  6.732,                           """,1,,V,,,,ALF SCO,,STD,,,,
2451733.6,1.0,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451740.6,0.9,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451750.7,1.1,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451752.2366,0.979,0.001,,V,DVI,,,,,"""PEPHQ, Check:  6.749,                           """,1,,V,,,,ALF SCO,,STD,,,,
2451757.6,1.0,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451765.6,1.1,,,Vis.,SQR,AM,,,,,,,V,,,,ALF SCO,,STD,,,,
2451771.6,0.9,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451780.6,1.1,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451783.2326,1.033,0.002,,V,DVI,,,,,"""PEPHQ, Check:  6.734,                           """,1,,V,,,,ALF SCO,,STD,,,,
2451798.6,1.1,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451815.5,1.4,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451832.5,1.3,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451958.9,0.7,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2451992.9,0.5,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2452000.9,0.6,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2452011.9,0.6,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2452019.9,1.1,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2452026.9,0.7,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2452033.9,1.0,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2452046.9,1.1,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2452052.7,0.6,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2452060.8234,0.863,0.002,,V,LEQ,,,,,"""PEPHQ, Check: -9.999,WAXING GIBBOUS MOON;10 SEC """,1,,V,,,,ALF SCO,,STD,,,,
2452077.7,1.0,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2452095.6,1.1,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2452101.6,1.2,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2452106.3125,1.3,,,Vis.,SKA,K,075,20,SA1990,,,,V,,,,ALF SCO,,STD,,,,
2452108.2590,1.0,,,Vis.,SKA,K,075,20,SA1990,,,,V,,,,ALF SCO,,STD,,,,
2452110.2604,0.9,,,Vis.,SKA,K,075,20,SA1990,,,,V,,,,ALF SCO,,STD,,,,
2452113.6,1.0,,,Vis.,SQR,A,,,,,,,V,,,,ALF SCO,,STD,,,,
2452166.264,1.9,,,Vis.,EER,,,,,,,,V,,,,ALF SCO,,STD,,,,
2452437.4389,0.8,,,Vis.,RMQ,T,10,18,TYCHO,,,,V,,,,ALF SCO,,STD,,,,
2452456.3750,1.0,,,Vis.,SKA,,075,10,SA1990,,,,V,,,,ALF SCO,,STD,,,,
2452474.2639,0.9,,,Vis.,SKA,T,075,10,SA1990,,,,V,,,,ALF SCO,,STD,,,,
2452790.5,1.4,,,Vis.,SUS,AS,08,10,1990,,,,V,,,,ALF SCO,,STD,,,,
2452816.4,1.3,,,Vis.,SUS,AS,08,10,1990,,,,V,,,,ALF SCO,,STD,,,,
2452836.4,1.0,,,Vis.,SUS,ASW,08,10,1990,"""08NE, 10""",,,V,,,,ALF SCO,,STD,,,,
2452853.6042,1.12,,,V,WJD,K,395,687,K,,,,V,,,,ALF SCO,,STD,,,,
2452867.3,1.2,,,Vis.,SUS,AS,08,25,1990,"""08NE,  25""",,,V,,,,ALF SCO,,STD,,,,
2453156.4771,1.0,,,Vis.,RJG,,00,10,PA2000 &,,,,V,,,,ALF SCO,,STD,,,,
2453156.4792,0.9,,,Vis.,CAI,,00,10,PA2000 &,,,,V,,,,ALF SCO,,STD,,,,
2453165.4,1.2,,,Vis.,SUS,A,08,10,1990,,,,V,,,,ALF SCO,,STD,,,,
2453170.4708,1.1,,,Vis.,RJG,,00,10,PA2000 &,,,,V,,,,ALF SCO,,STD,,,,
2453170.4736,1.0,,,Vis.,CAI,,00,10,PA2000 &,,,,V,,,,ALF SCO,,STD,,,,
2453181.4,1.2,,,Vis.,SUS,A,08,10,1990,,,,V,,,,ALF SCO,,STD,,,,
2453183.4778,0.8,,,Vis.,ILE,,,,,,,,V,,,,ALF SCO,MCSE,STD,,,,
2453190.3347,0.8,,,Vis.,ILE,,,,,,,,V,,,,ALF SCO,MCSE,STD,,,,
2453201.4049,0.9,,,Vis.,RJG,,00,10,PA2000,,,,V,,,,ALF SCO,,STD,,,,
2453201.4056,1.0,,,Vis.,CAI,,00,10,PA2000,,,,V,,,,ALF SCO,,STD,,,,
2453223.4083,1.0,,,Vis.,RJG,,00,10,PA2000,,,,V,,,,ALF SCO,,STD,,,,
2453223.4104,0.9,,,Vis.,CAI,,00,10,PA2000,,,,V,,,,ALF SCO,,STD,,,,
2453227.4,1.0,,,Vis.,SUS,A,08,21,1990,,,,V,,,,ALF SCO,,STD,,,,
2453236.3,1.1,,,Vis.,SUS,A,08,25,1990,,,,V,,,,ALF SCO,,STD,,,,
2453251.3,1.1,,,Vis.,SUS,A,08,25,1990,,,,V,,,,ALF SCO,,STD,,,,
2453254.2708,0.8,,,Vis.,ILE,,,,,,,,V,,,,ALF SCO,MCSE,STD,,,,
2453257.3,1.1,,,Vis.,SUS,ALS,08,25,1990,,,,V,,,,ALF SCO,,STD,,,,
2453525.4521,1.1,,,Vis.,RJG,,10,28,PA2000,,,,V,,,,ALF SCO,,STD,,,,
2453525.4535,1.0,,,Vis.,CAI,,10,28,PA2000,,,,V,,,,ALF SCO,,STD,,,,
2453539.394,0.9,,,Vis.,ILE,,,,,,,,V,,,,ALF SCO,MCSE,STD,,,,
2453571.4174,1.1,,,Vis.,RJG,,12,21,SA1986,,,,V,,,,ALF SCO,,STD,,,,
2453571.4181,1.2,,,Vis.,CAI,,12,21,SA1986,,,,V,,,,ALF SCO,,STD,,,,
2453584.3819,1.0,,,Vis.,RJG,,10,26,PA2000,,,,V,,,,ALF SCO,,STD,,,,
2453584.3833,1.1,,,Vis.,CAI,,10,26,PA2000,,,,V,,,,ALF SCO,,STD,,,,
2453855.5486,1.1,,,Vis.,RJG,,10,26,P2000,,,,V,,,,ALF SCO,,STD,,,,
2453855.55,1.0,,,Vis.,CAI,,10,26,P2000,,,,V,,,,ALF SCO,,STD,,,,
2453876.5347,1.3,,,Vis.,MQG,BFHJ,0.61 2.50,,,,,,V,,,,ALF SCO,,STD,,,,
2453880.5659,<1.0,,,Vis.,MQG,BFJ,061,250,A 2000,,,,V,,,,ALF SCO,,STD,,,,
2453882.4375,1.1,,,Vis.,RJG,,10,28,PA2000,,,,V,,,,ALF SCO,,STD,,,,
2453882.4389,1.2,,,Vis.,CAI,,10,28,PA2000,,,,V,,,,ALF SCO,,STD,,,,
2453892.5694,<1.2,,,Vis.,MQG,FKM,061,250,A 2000,OTERO CHART HIPARCOS MG.,,,V,,,,ALF SCO,,STD,,,,
2453897.5833,<1.8,,,Vis.,MQG,KM,061 ,250,A 2000,OTERO CHART MAG PEP(V),,,V,,,,ALF SCO,,STD,,,,
2453900.5000,<1.2,,,Vis.,MQG,KM,061,250,A 2000,OTRO CHART MAG.PEP(V),,,V,,,,ALF SCO,,STD,,,,
2453902.4,0.9,,,Vis.,LMF,,,,,,,,V,,,,ALF SCO,,STD,,,,
2453907.5000,<1.0,,,Vis.,MQG,K,061,250,A 2000,OTERO CHART MAG. PEP(V),,,V,,,,ALF SCO,,STD,,,,
2453915.5833,<1.24,,,Vis.,MQG,K,061,250,A 2000,OTERO CHART MAG. PEP (V),,,V,,,,ALF SCO,,STD,,,,
